2026-01-10T21:03:39.046374932Z [err]  2026-01-10 21:03:36,024 - server - INFO - ✅ QC enhanced router loaded
2026-01-10T21:03:45.463418448Z [err]  2026-01-10 21:03:45,458 - comfort_noise - INFO - Generated continuous comfort noise: /tmp/comfort_noise_continuous.mp3 (300s, white=-83dB, hum=-93dB)
2026-01-10T21:03:45.463425105Z [err]  2026-01-10 21:03:45,458 - comfort_noise - INFO - Generated continuous comfort noise: /tmp/comfort_noise_continuous.mp3 (300s, white=-83dB, hum=-93dB)
2026-01-10T21:03:45.463432101Z [err]  2026-01-10 21:03:45,458 - comfort_noise - INFO - Generated continuous comfort noise: /tmp/comfort_noise_continuous.mp3 (300s, white=-83dB, hum=-93dB)
2026-01-10T21:03:45.463439089Z [err]  2026-01-10 21:03:45,461 - server - INFO - ✅ Comfort noise MP3 ready for immediate use
2026-01-10T21:03:45.463446110Z [err]  2026-01-10 21:03:45,461 - server - INFO - 🎵 Pre-warming mulaw comfort noise for WebSocket streaming...
2026-01-10T21:03:45.463453010Z [err]  2026-01-10 21:03:45,461 - comfort_noise - INFO - 🎵 Loading mulaw comfort noise for WebSocket mixing...
2026-01-10T21:03:45.469820913Z [err]  2026-01-10 21:03:45,464 - server - INFO - ✅ Comfort noise MP3 ready for immediate use
2026-01-10T21:03:45.469826522Z [err]  2026-01-10 21:03:45,464 - server - INFO - 🎵 Pre-warming mulaw comfort noise for WebSocket streaming...
2026-01-10T21:03:45.469831302Z [err]  2026-01-10 21:03:45,464 - server - INFO - ✅ Comfort noise MP3 ready for immediate use
2026-01-10T21:03:45.469835819Z [err]  2026-01-10 21:03:45,464 - comfort_noise - INFO - 🎵 Loading mulaw comfort noise for WebSocket mixing...
2026-01-10T21:03:45.469841109Z [err]  2026-01-10 21:03:45,464 - server - INFO - 🎵 Pre-warming mulaw comfort noise for WebSocket streaming...
2026-01-10T21:03:45.469845636Z [err]  2026-01-10 21:03:45,464 - comfort_noise - INFO - 🎵 Loading mulaw comfort noise for WebSocket mixing...
2026-01-10T21:03:46.247692021Z [err]  2026-01-10 21:03:46,243 - comfort_noise - INFO - ✅ Generated comfort noise sample: 30s (white=-83dB, hum=-93dB)
2026-01-10T21:03:46.468845694Z [err]  2026-01-10 21:03:46,268 - comfort_noise - INFO - ✅ Generated comfort noise sample: 30s (white=-83dB, hum=-93dB)
2026-01-10T21:03:46.468851910Z [err]  2026-01-10 21:03:46,296 - comfort_noise - INFO - ✅ Generated comfort noise sample: 30s (white=-83dB, hum=-93dB)
2026-01-10T21:03:46.468858830Z [err]  2026-01-10 21:03:46,335 - comfort_noise - INFO - ✅ Generated mulaw comfort noise: 240000 bytes
2026-01-10T21:03:46.468865312Z [err]  2026-01-10 21:03:46,335 - server - INFO - ✅ Mulaw comfort noise ready (240000 bytes)
2026-01-10T21:03:46.468871828Z [err]  [2026-01-10 21:03:46 +0000] [5] [INFO] Application startup complete.
2026-01-10T21:03:46.468878087Z [err]  2026-01-10 21:03:46,361 - comfort_noise - INFO - ✅ Generated mulaw comfort noise: 240000 bytes
2026-01-10T21:03:46.468884674Z [err]  2026-01-10 21:03:46,361 - server - INFO - ✅ Mulaw comfort noise ready (240000 bytes)
2026-01-10T21:03:46.468889310Z [err]  [2026-01-10 21:03:46 +0000] [6] [INFO] Application startup complete.
2026-01-10T21:03:46.468896699Z [err]  2026-01-10 21:03:46,387 - comfort_noise - INFO - ✅ Generated mulaw comfort noise: 240000 bytes
2026-01-10T21:03:46.468903707Z [err]  2026-01-10 21:03:46,387 - server - INFO - ✅ Mulaw comfort noise ready (240000 bytes)
2026-01-10T21:03:46.468909906Z [err]  [2026-01-10 21:03:46 +0000] [4] [INFO] Application startup complete.
2026-01-10T21:03:46.468916272Z [err]  2026-01-10 21:03:46,459 - comfort_noise - INFO - ✅ Generated comfort noise sample: 30s (white=-83dB, hum=-93dB)
2026-01-10T21:03:46.555008698Z [err]  2026-01-10 21:03:46,550 - comfort_noise - INFO - ✅ Generated mulaw comfort noise: 240000 bytes
2026-01-10T21:03:46.555018418Z [err]  2026-01-10 21:03:46,550 - server - INFO - ✅ Mulaw comfort noise ready (240000 bytes)
2026-01-10T21:03:46.555024749Z [err]  [2026-01-10 21:03:46 +0000] [3] [INFO] Application startup complete.
2026-01-10T21:26:24.920400276Z [inf]  100.64.0.2:39118 - "GET /api/auth/me HTTP/1.1" 401
2026-01-10T21:26:24.920405767Z [inf]  100.64.0.2:39118 - "OPTIONS /api/auth/login HTTP/1.1" 200
2026-01-10T21:26:24.920411616Z [inf]  100.64.0.2:39118 - "POST /api/auth/login HTTP/1.1" 200
2026-01-10T21:26:24.920417624Z [inf]  100.64.0.2:39118 - "GET /api/agents HTTP/1.1" 200
2026-01-10T21:26:28.951011831Z [inf]  100.64.0.2:39118 - "GET /api/agents HTTP/1.1" 200
2026-01-10T21:26:48.780368890Z [inf]  100.64.0.3:34488 - "OPTIONS /api/telnyx/call/outbound HTTP/1.1" 200
2026-01-10T21:26:48.780375936Z [err]  2026-01-10 21:26:44,958 - server - INFO - 🌐 Created WebSocket stream URL: wss://api.li-ai.org/api/telnyx/audio-stream
2026-01-10T21:26:48.780382492Z [err]  2026-01-10 21:26:45,048 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2026-01-10T21:26:48.780388319Z [err]  2026-01-10 21:26:45,135 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2026-01-10T21:26:48.780396489Z [err]  2026-01-10 21:26:45,160 - telnyx_service - INFO - Telnyx service initialized with connection: 2777245537294877821
2026-01-10T21:26:48.780402450Z [err]  2026-01-10 21:26:45,161 - telnyx_service - INFO - 📞 Initiating outbound call from +14048000152 to +17708336397
2026-01-10T21:26:48.780408551Z [err]  2026-01-10 21:26:45,161 - telnyx_service - INFO - 🤖 Enabling AMD (premium mode)
2026-01-10T21:26:48.780413933Z [err]  2026-01-10 21:26:45,161 - telnyx_service - INFO - 🌐 Adding streaming parameters: wss://api.li-ai.org/api/telnyx/audio-stream
2026-01-10T21:26:48.780420078Z [err]  2026-01-10 21:26:45,669 - httpx - INFO - HTTP Request: POST https://api.telnyx.com/v2/calls "HTTP/1.1 200 OK"
2026-01-10T21:26:48.780426428Z [err]  2026-01-10 21:26:45,673 - telnyx_service - INFO - ✅ Call initiated: v3:teVuu8zdUYBPHjFEntkU9bwvAEz7yfJYTP0BtCybHUGTW0doj4c_NA
2026-01-10T21:26:48.780432466Z [err]  2026-01-10 21:26:45,762 - server - INFO - 📝 Created call log: v3:teVuu8zdUYBPHjFEntkU9bwvAEz7yfJYTP0BtCybHUGTW0doj4c_NA
2026-01-10T21:26:48.780438189Z [err]  2026-01-10 21:26:45,763 - server - INFO - 🔍 DEBUG Call Initiated Webhook (UI Trigger): url='https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b', active=True, should_fire=True
2026-01-10T21:26:48.780443884Z [err]  2026-01-10 21:26:45,763 - server - INFO - 🔍 DEBUG Agent Settings Webhook Context: {'temperature': 0.2, 'max_tokens': 500, 'tts_speed': 1, 'llm_provider': 'grok', 'tts_provider': 'elevenlabs', 'stt_provider': 'soniox', 'enable_comfort_noise': True, 'dead_air_settings': {'silence_timeout_normal': 7, 'silence_timeout_hold_on': 25, 'max_checkins_before_disconnect': 2, 'max_call_duration': 1500, 'checkin_message': 'Are you still there?'}, 'voicemail_detection': {'enabled': True, 'use_telnyx_amd': True, 'telnyx_amd_mode': 'premium', 'use_llm_detection': True, 'disconnect_on_detection': True}, 'deepgram_settings': {'endpointing': 500, 'vad_turnoff': 250, 'utterance_end_ms': 1000, 'interim_results': True, 'smart_format': True}, 'elevenlabs_settings': {'voice_id': 'J5iaaqzR5zn6HFG4jV3b', 'model': 'eleven_turbo_v2_5', 'stability': 0.6, 'similarity_boost': 0.65, 'style': 0.2, 'speed': 1.1, 'use_speaker_boost': True, 'enable_normalization': True, 'enable_ssml_parsing': True}, 'hume_settings': {'voice_name': 'e7af7ed6-3381-48aa-ab97-49485007470b', 'description': 'warm and friendly', 'speed': 1}, 'sesame_settings': {'speaker_id': 0, 'output_format': 'wav'}, 'melo_settings': {'voice': 'EN-US', 'speed': 1.2, 'clone_wav': None}, 'dia_settings': {'voice': 'S1', 'speed': 1, 'response_format': 'wav'}, 'kokoro_settings': {'voice': 'af_bella', 'speed': 1, 'response_format': 'mp3'}, 'chattts_settings': {'voice': 'female_1', 'speed': 1, 'temperature': 0.3, 'response_format': 'wav'}, 'assemblyai_settings': {'sample_rate': 8000, 'word_boost': [], 'enable_extra_session_information': True, 'disable_partial_transcripts': False, 'threshold': 0, 'end_of_turn_confidence_threshold': 0.8, 'min_end_of_turn_silence_when_confident': 500, 'max_turn_silence': 2000}, 'soniox_settings': {'model': 'stt-rt-v3', 'sample_rate': 8000, 'audio_format': 'mulaw', 'num_channels': 1, 'enable_endpoint_detection': True, 'enable_speaker_diarization': False, 'language_hints': ['en'], 'context': ''}, 'barge_in_settings': {'enable_verbose_barge_in': True, 'word_count_threshold': 10, 'interruption_prompt': 'The user is speaking for a long time. Interrupt them politely but firmly to acknowledge what they said and guide the conversation back to the goal. start by saying an elongated why whhhhyyyy...'}, 'post_call_webhook_url': 'https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b', 'post_call_webhook_active': True, 'call_started_webhook_url': 'https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b', 'call_started_webhook_active': True}
2026-01-10T21:26:48.781902399Z [err]  2026-01-10 21:26:45,763 - server - INFO - 🔍 DEBUG Call Initiated Webhook: url='https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b', active=True, should_fire=True
2026-01-10T21:26:48.781911297Z [err]  2026-01-10 21:26:45,763 - server - INFO - 📤 Sending call-initiated webhook to: https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b
2026-01-10T21:26:48.781918563Z [err]  2026-01-10 21:26:45,798 - redis_service - INFO - 📦 Stored call data in Redis: v3:teVuu8zdUYBPHjFEntkU9bwvAEz7yfJYTP0BtCybHUGTW0doj4c_NA (TTL: 3600s)
2026-01-10T21:26:48.781925888Z [err]  2026-01-10 21:26:45,798 - server - INFO - 📦 Call data stored in Redis and memory
2026-01-10T21:26:48.781933060Z [err]  2026-01-10 21:26:45,798 - server - INFO - 📞 Outbound call initiated: v3:teVuu8zdUYBPHjFEntkU9bwvAEz7yfJYTP0BtCybHUGTW0doj4c_NA
2026-01-10T21:26:48.781939800Z [inf]  100.64.0.2:39118 - "POST /api/telnyx/call/outbound HTTP/1.1" 200
2026-01-10T21:26:48.781948099Z [err]  2026-01-10 21:26:45,869 - httpx - INFO - HTTP Request: POST https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b "HTTP/1.1 530 <none>"
2026-01-10T21:26:48.781954555Z [err]  2026-01-10 21:26:45,870 - server - WARNING - ⚠️ Call-initiated webhook returned status 530: <!doctype html>
2026-01-10T21:26:48.781960728Z [err]  <!--[if lt IE 7]> <html class="no-js ie6 oldie" lang="en-US"> <![endif]-->
2026-01-10T21:26:48.781967679Z [err]  <!--[if IE 7]>    <html class="no-js ie7 oldie" lang="en-US"> <![endif]-->
2026-01-10T21:26:48.781975951Z [err]  <!--[if IE 8]>    <html class="no-
2026-01-10T21:26:48.781983273Z [err]  2026-01-10 21:26:45,961 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2026-01-10T21:26:48.781987867Z [err]  2026-01-10 21:26:45,961 - server - INFO - 📨 Full payload: {'data': {'event_type': 'call.initiated', 'id': '4a43c5d9-797d-4ce3-a1f2-85f4d0f9a6bd', 'occurred_at': '2026-01-10T21:26:45.539114Z', 'payload': {'call_control_id': 'v3:teVuu8zdUYBPHjFEntkU9bwvAEz7yfJYTP0BtCybHUGTW0doj4c_NA', 'call_leg_id': '108a87c8-ee6b-11f0-b646-02420aef95a0', 'call_session_id': '10884c6a-ee6b-11f0-9ea2-02420aef95a0', 'client_state': None, 'connection_id': '2777245537294877821', 'direction': 'outgoing', 'from': '+14048000152', 'state': 'bridging', 'to': '+17708336397'}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2026-01-10T21:26:48.783864880Z [err]  [2026-01-10 21:26:45 +0000] [3] [INFO] connection open
2026-01-10T21:26:48.783869321Z [err]  2026-01-10 21:26:45,961 - server - INFO - 🎯 Event type: call.initiated, Call ID: v3:teVuu8zdUYBPHjFEntkU9bwvAEz7yfJYTP0BtCybHUGTW0doj4c_NA
2026-01-10T21:26:48.783875589Z [err]  2026-01-10 21:26:45,962 - server - INFO - 📨 ================================================
2026-01-10T21:26:48.783882632Z [err]  2026-01-10 21:26:45,962 - server - INFO - 📞 Call initiated - Direction: outgoing, From: +14048000152, To: +17708336397
2026-01-10T21:26:48.783889101Z [inf]  100.64.0.4:53540 - "POST /api/telnyx/webhook HTTP/1.1" 200
2026-01-10T21:26:48.783895802Z [err]  2026-01-10 21:26:45,981 - server - INFO - 🔌🔌🔌 WEBSOCKET CONNECTION ATTEMPT
2026-01-10T21:26:48.783903267Z [err]  2026-01-10 21:26:45,981 - server - INFO -    Client: Address(host='100.64.0.5', port=10752)
2026-01-10T21:26:48.783910056Z [err]  2026-01-10 21:26:45,981 - server - INFO -    Headers: {'host': 'api.li-ai.org', 'user-agent': 'telnyx-websocket', 'connection': 'Upgrade', 'sec-websocket-key': 'XIWJglIBp6iu7BI273HBnw==', 'sec-websocket-version': '13', 'upgrade': 'websocket', 'x-forwarded-for': '192.76.120.151', 'x-forwarded-host': 'api.li-ai.org', 'x-forwarded-proto': 'https', 'x-railway-edge': 'railway/us-west2', 'x-railway-request-id': 'fXhMbYhvRZqgltiq9I3ezw', 'x-real-ip': '192.76.120.151', 'x-request-start': '1768080405751', 'accept-encoding': 'gzip'}
2026-01-10T21:26:48.783922252Z [err]  2026-01-10 21:26:45,981 - server - INFO -    Path: /api/telnyx/audio-stream
2026-01-10T21:26:48.783929086Z [err]  2026-01-10 21:26:45,981 - server - INFO - 🔌 Incoming Telnyx WebSocket connection
2026-01-10T21:26:48.783935457Z [err]  [2026-01-10 21:26:45 +0000] [3] [INFO] ('100.64.0.5', 10752) - "WebSocket /api/telnyx/audio-stream" [accepted]
2026-01-10T21:26:48.783942059Z [err]  2026-01-10 21:26:45,981 - server - INFO - ✅ WebSocket accepted, waiting for Telnyx events
2026-01-10T21:26:48.785434762Z [err]  2026-01-10 21:26:46,139 - server - INFO - 📬 Received Telnyx event: connected
2026-01-10T21:26:48.785450645Z [err]  2026-01-10 21:26:46,139 - server - INFO - 📞 Telnyx connected event received, waiting for 'start'...
2026-01-10T21:26:51.168334571Z [err]  2026-01-10 21:26:50,976 - server - INFO - 📬 Received Telnyx event: start
2026-01-10T21:26:51.168342846Z [err]  2026-01-10 21:26:50,976 - server - INFO - 🎬 Stream started for call: v3:teVuu8zdUYBPHjFEntkU9bwvAEz7yfJYTP0BtCybHUGTW0doj4c_NA
2026-01-10T21:26:51.168351047Z [err]  2026-01-10 21:26:51,009 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:teVuu8zdUYBPHjFEntkU9bwvAEz7yfJYTP0BtCybHUGTW0doj4c_NA
2026-01-10T21:26:51.168358293Z [err]  2026-01-10 21:26:51,010 - server - INFO - ✅ Call data found after 0s wait
2026-01-10T21:26:51.168365807Z [err]  2026-01-10 21:26:51,010 - server - INFO - ⏳ Session not found locally, waiting briefly for webhook...
2026-01-10T21:26:51.273001122Z [err]  2026-01-10 21:26:51,272 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2026-01-10T21:26:51.273006823Z [err]  2026-01-10 21:26:51,272 - server - INFO - 📨 Full payload: {'data': {'event_type': 'call.answered', 'id': 'ae3b3157-49b8-4f59-a48b-26ff670b48de', 'occurred_at': '2026-01-10T21:26:50.839120Z', 'payload': {'call_control_id': 'v3:teVuu8zdUYBPHjFEntkU9bwvAEz7yfJYTP0BtCybHUGTW0doj4c_NA', 'call_leg_id': '108a87c8-ee6b-11f0-b646-02420aef95a0', 'call_session_id': '10884c6a-ee6b-11f0-9ea2-02420aef95a0', 'client_state': None, 'codec': 'PCMU', 'connection_id': '2777245537294877821', 'from': '+14048000152', 'sampling_rate': 8000, 'start_time': '2026-01-10T21:26:45.539114Z', 'to': '+17708336397'}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2026-01-10T21:26:51.273011313Z [err]  2026-01-10 21:26:51,272 - server - INFO - 🎯 Event type: call.answered, Call ID: v3:teVuu8zdUYBPHjFEntkU9bwvAEz7yfJYTP0BtCybHUGTW0doj4c_NA
2026-01-10T21:26:51.273021865Z [err]  2026-01-10 21:26:51,272 - server - INFO - 📨 ================================================
2026-01-10T21:26:51.273025854Z [err]  2026-01-10 21:26:51,272 - server - INFO - ✅ Call answered: v3:teVuu8zdUYBPHjFEntkU9bwvAEz7yfJYTP0BtCybHUGTW0doj4c_NA
2026-01-10T21:26:51.286549607Z [err]  2026-01-10 21:26:51,285 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:teVuu8zdUYBPHjFEntkU9bwvAEz7yfJYTP0BtCybHUGTW0doj4c_NA
2026-01-10T21:26:51.290805927Z [err]  2026-01-10 21:26:51,286 - server - INFO - ✅ Found call in Redis (multi-worker state sharing working)
2026-01-10T21:26:51.290816570Z [err]  2026-01-10 21:26:51,286 - server - INFO - 📞 Phone numbers added to session: from=+14048000152, to=+17708336397
2026-01-10T21:26:51.451186578Z [inf]  100.64.0.6:34878 - "POST /api/telnyx/webhook HTTP/1.1" 200
2026-01-10T21:26:51.451242736Z [err]  2026-01-10 21:26:51,450 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2026-01-10T21:26:51.451247173Z [err]  2026-01-10 21:26:51,450 - server - INFO - 📨 Full payload: {'data': {'event_type': 'streaming.started', 'id': 'd2677f91-06f4-4616-86d8-f62bc47e1bbe', 'occurred_at': '2026-01-10T21:26:51.139119Z', 'payload': {'call_control_id': 'v3:teVuu8zdUYBPHjFEntkU9bwvAEz7yfJYTP0BtCybHUGTW0doj4c_NA', 'call_leg_id': '108a87c8-ee6b-11f0-b646-02420aef95a0', 'call_session_id': '10884c6a-ee6b-11f0-9ea2-02420aef95a0', 'client_state': None, 'connection_id': '2777245537294877821', 'stream_id': 'fca18efb-29b2-4da1-a714-e1f83243e17a', 'stream_params': {'stream_track': 'inbound', 'stream_url': 'wss://api.li-ai.org/api/telnyx/audio-stream'}, 'stream_type': 'websocket'}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2026-01-10T21:26:51.451250930Z [err]  2026-01-10 21:26:51,450 - server - INFO - 🎯 Event type: streaming.started, Call ID: v3:teVuu8zdUYBPHjFEntkU9bwvAEz7yfJYTP0BtCybHUGTW0doj4c_NA
2026-01-10T21:26:51.451254758Z [err]  2026-01-10 21:26:51,450 - server - INFO - 📨 ================================================
2026-01-10T21:26:51.512238015Z [err]  2026-01-10 21:26:51,511 - server - INFO - ⚠️ Session still not found after wait, will create in worker
2026-01-10T21:26:51.512243610Z [err]  2026-01-10 21:26:51,511 - server - WARNING - ⚠️ Session not found after waiting, creating in WebSocket worker...
2026-01-10T21:26:51.536678970Z [err]  2026-01-10 21:26:51,526 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:teVuu8zdUYBPHjFEntkU9bwvAEz7yfJYTP0BtCybHUGTW0doj4c_NA
2026-01-10T21:26:51.536684219Z [err]  2026-01-10 21:26:51,527 - server - INFO - 📝 Creating session with agent_id=bbeda238-e8d9-4d8c-b93b-1b7694581adb, user_id=dcafa642-6136-4096-b77d-a4cb99a62651
2026-01-10T21:26:51.536688670Z [err]  2026-01-10 21:26:51,527 - core_calling_service - INFO - 🔍 Checking KB for agent bbeda238-e8d9-4d8c-b93b-1b7694581adb...
2026-01-10T21:26:52.162913050Z [err]  2026-01-10 21:26:52,149 - server - INFO - ✅ Call log updated
2026-01-10T21:26:52.162926674Z [err]  2026-01-10 21:26:52,149 - server - INFO - 🔧 Getting Telnyx API keys for user: dcafa642-6136-4096-b77d-a4cb99a62651
2026-01-10T21:26:52.162926750Z [err]  2026-01-10 21:26:52,149 - server - INFO - 🔍 DEBUG Webhook: url='https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b', active=True, should_fire=True
2026-01-10T21:26:52.162987868Z [err]  2026-01-10 21:26:52,149 - server - INFO - 📤 Sending call-started webhook to: https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b
2026-01-10T21:26:52.168711793Z [err]  2026-01-10 21:26:52,165 - core_calling_service - INFO - 🔍 KB count query completed: 4 items
2026-01-10T21:26:52.168718004Z [err]  2026-01-10 21:26:52,165 - core_calling_service - INFO - 📚 Agent bbeda238-e8d9-4d8c-b93b-1b7694581adb has 4 KB items - Smart routing enabled (RAG on demand)
2026-01-10T21:26:52.181261496Z [err]  2026-01-10 21:26:52,178 - core_calling_service - INFO - 📋 Built cached system prompt: 5065 chars (global) + 1402 chars (technical)
2026-01-10T21:26:52.181267435Z [err]  2026-01-10 21:26:52,178 - core_calling_service - INFO - 📚 KB available - will use smart routing (simple chat: NO KB, factual: WITH KB)
2026-01-10T21:26:52.181272147Z [err]  2026-01-10 21:26:52,179 - core_calling_service - INFO - 🔥 Pre-warming LLM client (grok)...
